
""
"","EIDS Code","MCP Line"
"Route Code10 (ISL-up)","'20","'ISL-UP"
"","","","","","","Sequence1","","","Sequence2","","","Sequence3","","","Sequence4","","","Sequence5","","","Sequence6",""
"Station","","EIDS Code","MCP Line","Line No","Station No","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language"
"Station Code39 (PRE)","Leaving","'25","'PRE   ","5 (TWL-UP)","'07 (PRE)","0","88","E-C-M","50","89","E-C-M","100","90","E-C-M","0","0","","0","0","","0","0",""
"Station Code38 (SSP)","Leaving","'26","'SSP   ","5 (TWL-UP)","'08 (SSP)","0","91","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code37 (CSW)","Leaving","'27","'CSW   ","5 (TWL-UP)","'09 (CSW)","0","92","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code36 (LCK)","Leaving","'28","'LCK   ","5 (TWL-UP)","'0A (LCK)","0","93","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code35 (MEF)","Leaving","'29","'MEF   ","5 (TWL-UP)","'0B (MEF)","0","94","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code34 (LAK)","Leaving","'2A","'LAK   ","5 (TWL-UP)","'0C (LAK)","0","95","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code33 (KWF)","Leaving","'2B","'KWF   ","5 (TWL-UP)","'0D (KWF)","0","96","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code32 (KWH)","Leaving","'2C","'KWH   ","5 (TWL-UP)","'0E (KWH)","0","97","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code31 (TWH)","Leaving","'2D","'TWH   ","5 (TWL-UP)","'0F (TWH)","0","98","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code30 (TSW)","Leaving","'2E","'TSW   ","5 (TWL-UP)","'10 (TSW)","0","99","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code30 (TSW)","Arrived","'2E","'TSWPLT","5 (TWL-UP)","'11 (TSW_PLT)","0","100","E-C-M","20","101","E-C-M","0","0","","0","0","","0","0","","0","0",""
""
"","EIDS Code","MCP Line"
"Route Code15 (TWL-down)","'25","'TWL-DN"
"","","","","","","Sequence1","","","Sequence2","","","Sequence3","","","Sequence4","","","Sequence5","","","Sequence6",""
"Station","","EIDS Code","MCP Line","Line No","Station No","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language"
"Station Code30 (TSW)","Leaving","'00","'TSW   ","6 (TWL-DN)","'12 (TSW)","0","0","","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code31 (TWH)","Leaving","'20","'TWH   ","6 (TWL-DN)","'01 (TWH)","0","102","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code32 (KWH)","Leaving","'21","'KWH   ","6 (TWL-DN)","'02 (KWH)","0","103","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code33 (KWF)","Leaving","'22","'KWF   ","6 (TWL-DN)","'03 (KWF)","0","104","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code34 (LAK)","Leaving","'23","'LAK   ","6 (TWL-DN)","'04 (LAK)","0","105","CN","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code35 (MEF)","Leaving","'24","'MEF   ","6 (TWL-DN)","'05 (MEF)","0","106","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code36 (LCK)","Leaving","'25","'LCK   ","6 (TWL-DN)","'06 (LCK)","0","107","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code37 (CSW)","Leaving","'26","'CSW   ","6 (TWL-DN)","'07 (CSW)","0","108","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code38 (SSP)","Leaving","'27","'SSP   ","6 (TWL-DN)","'08 (SSP)","0","109","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code39 (PRE)","Leaving","'28","'PRE   ","6 (TWL-DN)","'09 (PRE)","0","110","E-C-M","150","112","E-C-M","100","113","E-C-M","0","0","","0","0","","0","0",""
"Station Code40 (MOK)","Leaving","'29","'MOK   ","6 (TWL-DN)","'0A (MOK)","0","114","E-C-M","20","115","E-C-M","100","116","E-C-M","0","0","","0","0","","0","0",""
"Station Code41 (YMT)","Leaving","'2A","'YMT   ","6 (TWL-DN)","'0B (YMT)","0","117","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code42 (JOR)","Leaving","'2B","'JOR   ","6 (TWL-DN)","'0C (JOR)","0","118","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code43 (TST)","Leaving","'2C","'TST   ","6 (TWL-DN)","'0D (TST)","0","119","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code12 (ADM)","Leaving","'2D","'ADM   ","6 (TWL-DN)","'0E (ADM)","0","120","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code12 (ADM)","Arrived","'2D","'ADMPLT","6 (TWL-DN)","'0F (ADM_PLT)","0","121","E-C-M","100","122","E-C-M","0","0","","0","0","","0","0","","0","0",""
"Station Code11 (CEN)","Leaving","'2E","'CEN   ","6 (TWL-DN)","'10 (CEN)","0","123","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code11 (CEN)","Arrived","'2E","'CENPLT","6 (TWL-DN)","'11 (CEN_PLT)","0","124","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
""
"","EIDS Code","MCP Line"
"Route Code30 (TKL1-Up)","'26","'TKL-UP"
"","","","","","","Sequence1","","","Sequence2","","","Sequence3","","","Sequence4","","","Sequence5","","","Sequence6",""
"Station","","EIDS Code","MCP Line","Line No","Station No","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language"
"Station Code17 (NOP)","Leaving","'00","' NOP  ","7 (TKL-Up)","'01 (NOP)","0","0","","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code18 (QUB)","Leaving","'20","'QUB   ","7 (TKL-Up)","'02 (QUB)","0","125","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code86 (YAT)","Leaving","'21","'YAT   ","7 (TKL-Up)","'03 (YAT)","0","126","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code85 (TIK)","Leaving","'22","'TIK   ","7 (TKL-Up)","'04 (TIK)","0","127","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code84 (TKO)","Leaving","'23","'TKO   ","7 (TKL-Up)","'05 (TKO)","0","128","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code83 (HAH)","Leaving","'24","'HAH   ","7 (TKL-Up)","'06 (HAH)","0","129","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code83 (HAH)","Arrived","'24","'HAHPLT","7 (TKL-Up)","'07 (HAH_PLT)","0","130","E-C-M","100","131","E-C-M","0","0","","0","0","","0","0","","0","0",""
"Station Code82 (POA)","Leaving","'25","'POA   ","7 (TKL-Up)","'08 (POA)","0","132","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code82 (POA)","Arrived","'25","'POAPLT","7 (TKL-Up)","'09 (POA_PLT)","0","133","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
""
"","EIDS Code","MCP Line"
"Route Code31 (TKL1-Dn)","'27","'TKL-DN"
"","","","","","","Sequence1","","","Sequence2","","","Sequence3","","","Sequence4","","","Sequence5","","","Sequence6",""
"Station","","EIDS Code","MCP Line","Line No","Station No","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language","Wait Time","Announce Code","Language"
"Station Code82 (POA)","Leaving","'00","' POA  ","0 (TKL-Dn)","'02 (POA)","0","0","","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code83 (HAH)","Leaving","'20","'HAH   ","0 (TKL-Dn)","'03 (HAH)","0","134","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code83 (HAH)","Arrived","'20","'HAHPLT","0 (TKL-Dn)","'04 (HAH_PLT)","0","135","E-C-M","100","136","E-C-M","0","0","","0","0","","0","0","","0","0",""
"Station Code84 (TKO)","Leaving","'21","'TKO   ","0 (TKL-Dn)","'05 (TKO)","0","137","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code85 (TIK)","Leaving","'22","'TIK   ","0 (TKL-Dn)","'06 (TIK)","0","138","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code86 (YAT)","Leaving","'23","'YAT   ","0 (TKL-Dn)","'07 (YAT)","0","139","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code18 (QUB)","Leaving","'24","'QUB   ","0 (TKL-Dn)","'08 (QUB)","0","140","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code17 (NOP)","Leaving","'25","'NOP   ","0 (TKL-Dn)","'09 (NOP)","0","141","E-C-M","0","0","","0","0","","0","0","","0","0","","0","0",""
"Station Code17 (NOP)","Arrived","'25","'NOPPLT","0 (TKL-Dn)","'0A (NOP_PLT)","0","142","E-C-M","20","143","E-C-M","0","0","","0","0","","0","0","","0","0",""
